0,98,99,101,80,7
1,98,99,102,93,7
2,98,99,103,186,7
3,98,99,100,101,7
4,98,99,104,129,7
5,98,99,105,172,7
6,98,99,106,99,7
0,98,99,101,10,8
1,98,99,102,143,8
2,98,99,103,85,8
3,98,99,100,121,8
4,98,99,104,194,8
5,98,99,105,176,8
6,98,99,106,85,8
1,98,99,102,136,9
3,98,99,100,171,9
4,98,99,104,99,9
5,98,99,105,93,9
6,98,99,106,126,9
0,98,99,101,35,10
1,98,99,102,102,10
2,98,99,103,125,10
3,98,99,100,155,10
4,98,99,104,122,10
5,98,99,105,101,10
6,98,99,106,53,10
0,98,99,101,18,11
1,98,99,102,51,11
3,98,99,100,156,11
4,98,99,104,53,11
5,98,99,105,95,11
6,98,99,106,189,11
1,98,99,102,194,12
2,98,99,103,75,12
3,98,99,100,140,12
4,98,99,104,151,12
5,98,99,105,65,12
6,98,99,106,120,12
0,98,99,101,19,13
1,98,99,102,169,13
2,98,99,103,156,13
3,98,99,100,169,13
4,98,99,104,93,13
5,98,99,105,152,13
6,98,99,106,189,13
0,98,99,101,88,14
2,98,99,103,198,14
3,98,99,100,68,14
4,98,99,104,59,14
5,98,99,105,55,14
6,98,99,106,195,14
0,98,99,101,29,15
1,98,99,102,106,15
2,98,99,103,130,15
3,98,99,100,109,15
4,98,99,104,81,15
5,98,99,105,98,15
6,98,99,106,125,15
0,98,99,101,10,16
1,98,99,102,90,16
2,98,99,103,106,16
3,98,99,100,93,16
4,98,99,104,181,16
5,98,99,105,53,16
6,98,99,106,154,16
0,98,99,101,18,17
1,98,99,102,185,17
2,98,99,103,186,17
3,98,99,100,127,17
4,98,99,104,171,17
5,98,99,105,55,17
6,98,99,106,131,17
0,98,99,101,11,18
2,98,99,103,84,18
3,98,99,100,185,18
4,98,99,104,106,18
5,98,99,105,72,18
6,98,99,106,140,18
0,98,99,101,51,19
1,98,99,102,59,19
2,98,99,103,51,19
3,98,99,100,178,19
4,98,99,104,65,19
5,98,99,105,177,19
6,98,99,106,130,19
0,98,99,101,65,20
1,98,99,102,138,20
2,98,99,103,66,20
3,98,99,100,54,20
4,98,99,104,99,20
5,98,99,105,54,20
6,98,99,106,166,20
0,98,99,101,185,21
1,98,99,102,188,21
2,98,99,103,158,21
3,98,99,100,110,21
4,98,99,104,123,21
5,98,99,105,132,21
6,98,99,106,143,21
0,98,99,101,132,22
1,98,99,102,138,22
2,98,99,103,186,22
3,98,99,100,68,22
4,98,99,104,98,22
5,98,99,105,119,22
6,98,99,106,169,22
0,98,99,101,148,23
1,98,99,102,187,23
2,98,99,103,108,23
3,98,99,100,56,23
4,98,99,104,146,23
5,98,99,105,136,23
6,98,99,106,160,23
0,98,99,101,55,24
1,98,99,102,80,24
2,98,99,103,89,24
3,98,99,100,106,24
4,98,99,104,139,24
5,98,99,105,173,24
6,98,99,106,92,24
0,98,99,101,195,25
1,98,99,102,165,25
2,98,99,103,94,25
3,98,99,100,140,25
4,98,99,104,107,25
5,98,99,105,149,25
6,98,99,106,72,25
0,98,99,101,199,26
1,98,99,102,138,26
2,98,99,103,63,26
3,98,99,100,189,26
4,98,99,104,63,26
5,98,99,105,108,26
6,98,99,106,68,26
0,98,99,101,60,27
1,98,99,102,173,27
2,98,99,103,72,27
3,98,99,100,63,27
4,98,99,104,114,27
5,98,99,105,101,27
6,98,99,106,103,27
0,98,99,101,108,28
1,98,99,102,130,28
2,98,99,103,108,28
3,98,99,100,141,28
4,98,99,104,53,28
5,98,99,105,91,28
6,98,99,106,81,28
0,98,99,101,104,29
1,98,99,102,103,29
2,98,99,103,81,29
3,98,99,100,192,29
4,98,99,104,82,29
5,98,99,105,69,29
6,98,99,106,156,29
0,98,99,101,112,30
1,98,99,102,198,30
2,98,99,103,138,30
3,98,99,100,109,30
4,98,99,104,181,30
2,98,99,103,74,31
3,98,99,100,108,31
4,98,99,104,166,31
5,98,99,105,155,31
6,98,99,106,79,31
0,98,99,101,62,32
1,98,99,102,56,32
2,98,99,103,178,32
3,98,99,100,167,32
4,98,99,104,62,32
5,98,99,105,107,32
6,98,99,106,173,32
0,98,99,101,100,33
1,98,99,102,190,33
2,98,99,103,113,33
3,98,99,100,162,33
4,98,99,104,196,33
5,98,99,105,178,33
6,98,99,106,115,33
0,98,99,101,170,34
1,98,99,102,50,34
2,98,99,103,175,34
3,98,99,100,95,34
4,98,99,104,133,34
5,98,99,105,73,34
6,98,99,106,136,34
0,98,99,101,109,35
1,98,99,102,172,35
2,98,99,103,97,35
3,98,99,100,107,35
4,98,99,104,88,35
5,98,99,105,178,35
6,98,99,106,130,35
0,98,99,101,135,36
1,98,99,102,138,36
2,98,99,103,138,36
3,98,99,100,196,36
4,98,99,104,119,36
1,98,99,102,149,37
2,98,99,103,144,37
3,98,99,100,191,37
4,98,99,104,68,37
5,98,99,105,109,37
6,98,99,106,110,37
0,98,99,101,66,38
1,98,99,102,07,38
2,98,99,103,183,38
3,98,99,100,175,38
4,98,99,104,92,38
5,98,99,105,57,38
6,98,99,106,82,38
0,98,99,101,12,39
1,98,99,102,73,39
2,98,99,103,186,39
3,98,99,100,190,39
4,98,99,104,188,39
5,98,99,105,109,39
6,98,99,106,146,39
0,98,99,101,15,40
1,98,99,102,18,40
2,98,99,103,89,40
3,98,99,100,91,40
4,98,99,104,146,40
5,98,99,105,97,40
6,98,99,106,200,40
0,98,99,101,20,41
1,98,99,102,84,41
2,98,99,103,52,41
3,98,99,100,176,41
4,98,99,104,139,41
5,98,99,105,95,41
6,98,99,106,174,41
0,98,99,101,60,42
1,98,99,102,66,42
2,98,99,103,79,42
3,98,99,100,156,42
4,98,99,104,141,42
5,98,99,105,170,42
6,98,99,106,180,42
0,98,99,101,14,43
1,98,99,102,162,43
2,98,99,103,159,43
3,98,99,100,190,43
4,98,99,104,132,43
5,98,99,105,172,43
6,98,99,106,157,43
0,98,99,101,178,44
1,98,99,102,51,44
2,98,99,103,64,44
3,98,99,100,144,44
4,98,99,104,54,44
5,98,99,105,74,44
6,98,99,106,147,44
0,98,99,101,52,45
1,98,99,102,107,45
2,98,99,103,120,45
3,98,99,100,58,45
4,98,99,104,183,45
5,98,99,105,63,45
6,98,99,106,97,45
0,98,99,101,87,46
1,98,99,102,99,46
2,98,99,103,61,46
3,98,99,100,140,46
4,98,99,104,99,46
5,98,99,105,176,46
6,98,99,106,106,46
0,98,99,101,111,137
1,98,99,102,150,137
2,98,99,103,115,137
3,98,99,100,71,137
4,98,99,104,103,137
5,98,99,105,120,137
6,98,99,106,61,137
0,98,99,101,16,48
1,98,99,102,77,48
2,98,99,103,103,48
3,98,99,100,70,48
4,98,99,104,156,48
5,98,99,105,87,48
6,98,99,106,158,48
0,98,99,101,130,49
1,98,99,102,90,49
2,98,99,103,163,49
3,98,99,100,181,49
4,98,99,104,170,49
5,98,99,105,136,49
2,98,99,103,160,50
3,98,99,100,99,50
4,98,99,104,191,50
5,98,99,105,54,50
6,98,99,106,147,50
0,98,99,101,79,51
1,98,99,102,177,51
2,98,99,103,136,51
3,98,99,100,77,51
4,98,99,104,197,51
5,98,99,105,132,51
6,98,99,106,167,51
0,98,99,101,13,52
1,98,99,102,162,52
2,98,99,103,57,52
3,98,99,100,154,52
4,98,99,104,155,52
5,98,99,105,178,52
6,98,99,106,98,52
0,98,99,101,131,53
1,98,99,102,61,53
2,98,99,103,102,53
3,98,99,100,172,53
4,98,99,104,147,53
5,98,99,105,162,53
6,98,99,106,156,53
0,98,99,101,166,54
1,98,99,102,183,54
2,98,99,103,154,54
3,98,99,100,51,54
4,98,99,104,157,54
5,98,99,105,175,54
1,98,99,102,89,55
2,98,99,103,59,55
3,98,99,100,55,55
4,98,99,104,89,55
5,98,99,105,154,55
6,98,99,106,118,55
0,98,99,101,146,56
1,98,99,102,67,56
2,98,99,103,155,56
3,98,99,100,103,56
4,98,99,104,92,56
5,98,99,105,91,56
6,98,99,106,190,56
0,98,99,101,92,237
1,98,99,102,113,237
2,98,99,103,125,237
3,98,99,100,162,237
4,98,99,104,51,237
5,98,99,105,166,237
6,98,99,106,135,237
0,98,99,101,154,57
1,98,99,102,171,57
2,98,99,103,171,57
3,98,99,100,174,57
4,98,99,104,191,57
5,98,99,105,76,57
6,98,99,106,173,57
0,98,99,101,119,58
1,98,99,102,98,58
2,98,99,103,84,58
3,98,99,100,167,58
4,98,99,104,188,58
5,98,99,105,155,58
6,98,99,106,185,58
0,98,99,101,171,59
1,98,99,102,74,59
2,98,99,103,186,59
3,98,99,100,189,59
4,98,99,104,97,59
5,98,99,105,64,59
1,98,99,102,97,60
2,98,99,103,182,60
3,98,99,100,141,60
4,98,99,104,76,60
5,98,99,105,57,60
6,98,99,106,123,60
0,98,99,101,111,61
1,98,99,102,105,61
2,98,99,103,108,61
3,98,99,100,128,61
4,98,99,104,76,61
5,98,99,105,51,61
6,98,99,106,135,61
0,98,99,101,126,62
1,98,99,102,124,62
2,98,99,103,77,62
3,98,99,100,145,62
4,98,99,104,152,62
5,98,99,105,107,62
6,98,99,106,50,62
0,98,99,101,126,63
1,98,99,102,177,63
2,98,99,103,149,63
3,98,99,100,98,63
4,98,99,104,139,63
5,98,99,105,73,63
6,98,99,106,88,63
0,98,99,101,167,64
1,98,99,102,158,64
2,98,99,103,50,64
3,98,99,100,123,64
4,98,99,104,114,64
5,98,99,105,74,64
6,98,99,106,120,64
0,98,99,101,182,65
1,98,99,102,138,65
2,98,99,103,105,65
3,98,99,100,73,65
4,98,99,104,172,65
5,98,99,105,183,65
6,98,99,106,59,65
0,98,99,101,50,66
1,98,99,102,160,66
2,98,99,103,148,66
3,98,99,100,50,66
4,98,99,104,70,66
5,98,99,105,193,66
6,98,99,106,121,66
0,98,99,101,176,67
1,98,99,102,114,67
2,98,99,103,97,67
3,98,99,100,193,67
4,98,99,104,86,67
5,98,99,105,177,67
6,98,99,106,86,67
0,98,99,101,169,68
1,98,99,102,176,68
2,98,99,103,178,68
3,98,99,100,54,68
4,98,99,104,141,68
5,98,99,105,136,68
6,98,99,106,117,68
0,98,99,101,174,69
1,98,99,102,166,69
2,98,99,103,125,69
3,98,99,100,185,69
4,98,99,104,123,69
5,98,99,105,156,69
6,98,99,106,110,69
0,98,99,101,140,70
1,98,99,102,124,70
2,98,99,103,127,70
3,98,99,100,94,70
4,98,99,104,121,70
5,98,99,105,143,70
6,98,99,106,89,70
0,98,99,101,97,71
1,98,99,102,106,71
2,98,99,103,194,71
3,98,99,100,125,71
4,98,99,104,135,71
5,98,99,105,113,71
6,98,99,106,140,71
0,98,99,101,165,72
1,98,99,102,176,72
2,98,99,103,75,72
3,98,99,100,78,72
4,98,99,104,119,72
5,98,99,105,108,72
6,98,99,106,134,72
0,98,99,101,199,73
1,98,99,102,170,73
2,98,99,103,94,73
3,98,99,100,91,73
4,98,99,104,143,73
5,98,99,105,126,73
6,98,99,106,65,73
0,98,99,101,64,74
1,98,99,102,164,74
2,98,99,103,110,74
3,98,99,100,179,74
4,98,99,104,176,74
5,98,99,105,80,74
6,98,99,106,126,74
0,98,99,101,68,75
1,98,99,102,165,75
2,98,99,103,198,75
3,98,99,100,101,75
4,98,99,104,75,75
5,98,99,105,54,75
6,98,99,106,153,75
0,98,99,101,62,76
1,98,99,102,119,76
2,98,99,103,59,76
3,98,99,100,125,76
4,98,99,104,200,76
5,98,99,105,176,76
6,98,99,106,187,76
0,98,99,101,185,77
1,98,99,102,105,77
2,98,99,103,132,77
3,98,99,100,95,77
4,98,99,104,119,77
5,98,99,105,171,77
6,98,99,106,105,77
0,98,99,101,77,78
1,98,99,102,144,78
2,98,99,103,61,78
3,98,99,100,62,78
4,98,99,104,167,78
5,98,99,105,128,78
6,98,99,106,155,78
0,98,99,101,79,79
1,98,99,102,58,79
2,98,99,103,62,79
3,98,99,100,123,79
4,98,99,104,166,79
5,98,99,105,55,79
6,98,99,106,180,79
0,98,99,101,112,80
1,98,99,102,96,80
2,98,99,103,102,80
3,98,99,100,132,80
4,98,99,104,188,80
5,98,99,105,195,80
6,98,99,106,144,80
0,98,99,101,153,81
1,98,99,102,145,81
2,98,99,103,174,81
3,98,99,100,134,81
4,98,99,104,199,81
5,98,99,105,139,81
6,98,99,106,154,81
0,98,99,101,72,82
1,98,99,102,117,82
2,98,99,103,80,82
3,98,99,100,107,82
4,98,99,104,85,82
5,98,99,105,161,82
6,98,99,106,94,82
0,98,99,101,114,83
1,98,99,102,171,83
2,98,99,103,108,83
3,98,99,100,98,83
4,98,99,104,182,83
5,98,99,105,95,83
6,98,99,106,84,83
0,98,99,101,101,84
1,98,99,102,144,84
2,98,99,103,119,84
3,98,99,100,182,84
4,98,99,104,95,84
5,98,99,105,129,84
6,98,99,106,70,84
0,98,99,101,90,85
1,98,99,102,117,85
2,98,99,103,189,85
3,98,99,100,131,85
4,98,99,104,81,85
5,98,99,105,52,85
6,98,99,106,178,85
0,98,99,101,85,86
1,98,99,102,104,86
2,98,99,103,110,86
3,98,99,100,55,86
4,98,99,104,159,86
5,98,99,105,159,86
6,98,99,106,192,86
0,98,99,101,143,87
1,98,99,102,60,87
2,98,99,103,168,87
3,98,99,100,115,87
4,98,99,104,133,87
5,98,99,105,134,87
6,98,99,106,77,87
0,98,99,101,58,88
1,98,99,102,149,88
2,98,99,103,152,88
3,98,99,100,105,88
4,98,99,104,79,88
5,98,99,105,69,88
6,98,99,106,158,88
0,98,99,101,124,89
1,98,99,102,98,89
2,98,99,103,80,89
3,98,99,100,104,89
4,98,99,104,159,89
5,98,99,105,170,89
6,98,99,106,182,89
0,98,99,101,161,90
1,98,99,102,130,90
2,98,99,103,131,90
3,98,99,100,62,90
4,98,99,104,193,90
5,98,99,105,65,90
6,98,99,106,181,90
0,98,99,101,152,91
1,98,99,102,117,91
2,98,99,103,55,91
3,98,99,100,109,91
4,98,99,104,104,91
5,98,99,105,124,91
6,98,99,106,122,91
0,98,99,101,199,92
1,98,99,102,114,92
2,98,99,103,96,92
3,98,99,100,146,92
4,98,99,104,93,92
5,98,99,105,138,92
6,98,99,106,182,92
0,98,99,101,117,93
1,98,99,102,165,93
2,98,99,103,118,93
3,98,99,100,198,93
4,98,99,104,194,93
5,98,99,105,152,93
6,98,99,106,118,93
0,98,99,101,76,94
1,98,99,102,154,94
2,98,99,103,111,94
3,98,99,100,111,94
4,98,99,104,50,94
5,98,99,105,156,94
6,98,99,106,85,94
0,98,99,101,93,95
1,98,99,102,164,95
2,98,99,103,120,95
3,98,99,100,184,95
4,98,99,104,81,95
5,98,99,105,75,95
6,98,99,106,99,95
0,98,99,101,96,96
1,98,99,102,138,96
2,98,99,103,75,96
3,98,99,100,119,96
4,98,99,104,110,96
5,98,99,105,165,96
6,98,99,106,63,96
0,98,99,101,109,97
1,98,99,102,176,97
2,98,99,103,54,97
3,98,99,100,188,97
4,98,99,104,68,97
5,98,99,105,51,97
6,98,99,106,186,97
